Prospect_ID,Prospect_Type,Category_Subtype,Entity_Name,Contact_Name,Phone,Email,Property_or_Facility_Address,City,State,Distress_Signal_or_Buying_Criteria,Antigravity_Priority_Score,Pipeline_Status
PROSPECT-436,Buyer,Cash Buyer / Acquisition Group,Titan Capital Properties,Alex Montgomery,+1 (704) 555-0412,alex@titancapitalproperties.com,"2384 Hillside Ave, Suite 408",Charlotte,NC,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,94%,Found
PROSPECT-437,Buyer,Cash Buyer / Acquisition Group,Evergreen Residential Group,Victoria Prescott,+1 (206) 555-0429,victoria@evergreenresidentialgroup.com,"2403 Broadway, Suite 411",Seattle,WA,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),93%,Found
PROSPECT-438,Buyer,Cash Buyer / Acquisition Group,Tri-County Investment Partners,Tyler Calloway,+1 (303) 555-0446,tyler@tri-countyinvestmentpartners.com,"2422 Sunset Blvd, Suite 414",Denver,CO,Value-Add Residential Portfolio Investor,92%,Found
PROSPECT-439,Buyer,Cash Buyer / Acquisition Group,Oakwood Property Fund,Lauren Dalton,+1 (615) 555-0463,lauren@oakwoodpropertyfund.com,"2441 Highland Ave, Suite 417",Nashville,TN,High-Yield BRRRR Strategy Cash Buyer,91%,Found
PROSPECT-440,Buyer,Cash Buyer / Acquisition Group,Crestline Real Estate LLC,Kevin Elliot,+1 (212) 555-0480,kevin@crestlinerealestate.com,"2460 River Rd, Suite 420",New York,NY,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),98%,Found
PROSPECT-441,Buyer,Cash Buyer / Acquisition Group,Summit Capital Buyers,Nicole Faulkner,+1 (214) 555-0497,nicole@summitcapitalbuyers.com,"2479 Center St, Suite 423",Dallas,TX,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,97%,Found
PROSPECT-442,Buyer,Cash Buyer / Acquisition Group,Beacon Residential Holdings,Eric Garrison,+1 (214) 555-0514,eric@beaconresidentialholdings.com,"2498 Forest Dr, Suite 426",Austin,TX,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,96%,Found
PROSPECT-443,Buyer,Cash Buyer / Acquisition Group,Redwood Cash Partners,Samantha Hendrix,+1 (214) 555-0531,samantha@redwoodcashpartners.com,"2517 Valley View St, Suite 429",Houston,TX,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),95%,Found
PROSPECT-444,Buyer,Cash Buyer / Acquisition Group,Silverline Capital Group,Brian Langford,+1 (214) 555-0548,brian@silverlinecapitalgroup.com,"2536 Chestnut St, Suite 432",San Antonio,TX,Value-Add Residential Portfolio Investor,94%,Found
PROSPECT-445,Buyer,Cash Buyer / Acquisition Group,Legacy Real Estate Fund,Megan Wilder,+1 (602) 555-0565,megan@legacyrealestatefund.com,"2555 Walnut St, Suite 435",Phoenix,AZ,High-Yield BRRRR Strategy Cash Buyer,93%,Found
PROSPECT-446,Buyer,Cash Buyer / Acquisition Group,Apex Equity Holdings,Marcus Vance,+1 (602) 555-0582,marcus@apexequityholdings.com,"2574 Main St, Suite 438",Scottsdale,AZ,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),92%,Found
PROSPECT-447,Buyer,Cash Buyer / Acquisition Group,Blackstone Capital LLC,Sarah Sterling,+1 (602) 555-0599,sarah@blackstonecapital.com,"2593 Oak Ave, Suite 441",Mesa,AZ,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,91%,Found
PROSPECT-448,Buyer,Cash Buyer / Acquisition Group,Sunbelt Cash Acquisitions,Jason Kensington,+1 (305) 555-0616,jason@sunbeltcashacquisitions.com,"2612 Maple Dr, Suite 444",Miami,FL,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,98%,Found
PROSPECT-449,Buyer,Cash Buyer / Acquisition Group,Lone Star Property Group,Amanda Mercer,+1 (305) 555-0633,amanda@lonestarpropertygroup.com,"2631 Park Ave, Suite 447",Tampa,FL,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),97%,Found
PROSPECT-450,Buyer,Cash Buyer / Acquisition Group,Horizon Real Estate Ventures,David Hayes,+1 (305) 555-0650,david@horizonrealestateventures.com,"2650 Washington St, Suite 450",Orlando,FL,Value-Add Residential Portfolio Investor,96%,Found
PROSPECT-451,Buyer,Cash Buyer / Acquisition Group,Vanguard Homes Fund,Rachel Sinclair,+1 (305) 555-0667,rachel@vanguardhomesfund.com,"2669 Cedar Ln, Suite 453",Jacksonville,FL,High-Yield BRRRR Strategy Cash Buyer,95%,Found
PROSPECT-452,Buyer,Cash Buyer / Acquisition Group,BlueSky Asset Partners,Carlos Voss,+1 (310) 555-0684,carlos@blueskyassetpartners.com,"2688 Pine St, Suite 456",Los Angeles,CA,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),94%,Found
PROSPECT-453,Buyer,Cash Buyer / Acquisition Group,Highland Residential Capital,Emily Thornton,+1 (310) 555-0701,emily@highlandresidentialcapital.com,"2707 Elm St, Suite 459",San Diego,CA,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,93%,Found
PROSPECT-454,Buyer,Cash Buyer / Acquisition Group,Meridian Cash Buyers,Brandon Blackwood,+1 (310) 555-0718,brandon@meridiancashbuyers.com,"2726 View Rd, Suite 462",Sacramento,CA,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,92%,Found
PROSPECT-455,Buyer,Cash Buyer / Acquisition Group,Pinnacle Home Holdings,Jessica Sutton,+1 (404) 555-0735,jessica@pinnaclehomeholdings.com,"2745 Lake Dr, Suite 465",Atlanta,GA,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),91%,Found
PROSPECT-456,Buyer,Cash Buyer / Acquisition Group,Titan Capital Properties,Alex Montgomery,+1 (404) 555-0752,alex@titancapitalproperties.com,"2764 Hillside Ave, Suite 468",Savannah,GA,Value-Add Residential Portfolio Investor,98%,Found
PROSPECT-457,Buyer,Cash Buyer / Acquisition Group,Evergreen Residential Group,Victoria Prescott,+1 (312) 555-0769,victoria@evergreenresidentialgroup.com,"2783 Broadway, Suite 471",Chicago,IL,High-Yield BRRRR Strategy Cash Buyer,97%,Found
PROSPECT-458,Buyer,Cash Buyer / Acquisition Group,Tri-County Investment Partners,Tyler Calloway,+1 (702) 555-0786,tyler@tri-countyinvestmentpartners.com,"2802 Sunset Blvd, Suite 474",Las Vegas,NV,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),96%,Found
PROSPECT-459,Buyer,Cash Buyer / Acquisition Group,Oakwood Property Fund,Lauren Dalton,+1 (704) 555-0803,lauren@oakwoodpropertyfund.com,"2821 Highland Ave, Suite 477",Charlotte,NC,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,95%,Found
PROSPECT-460,Buyer,Cash Buyer / Acquisition Group,Crestline Real Estate LLC,Kevin Elliot,+1 (206) 555-0820,kevin@crestlinerealestate.com,"2840 River Rd, Suite 480",Seattle,WA,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,94%,Found
PROSPECT-461,Buyer,Cash Buyer / Acquisition Group,Summit Capital Buyers,Nicole Faulkner,+1 (303) 555-0837,nicole@summitcapitalbuyers.com,"2859 Center St, Suite 483",Denver,CO,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),93%,Found
PROSPECT-462,Buyer,Cash Buyer / Acquisition Group,Beacon Residential Holdings,Eric Garrison,+1 (615) 555-0854,eric@beaconresidentialholdings.com,"2878 Forest Dr, Suite 486",Nashville,TN,Value-Add Residential Portfolio Investor,92%,Found
PROSPECT-463,Buyer,Cash Buyer / Acquisition Group,Redwood Cash Partners,Samantha Hendrix,+1 (212) 555-0871,samantha@redwoodcashpartners.com,"2897 Valley View St, Suite 489",New York,NY,High-Yield BRRRR Strategy Cash Buyer,91%,Found
PROSPECT-464,Buyer,Cash Buyer / Acquisition Group,Silverline Capital Group,Brian Langford,+1 (214) 555-0888,brian@silverlinecapitalgroup.com,"2916 Chestnut St, Suite 492",Dallas,TX,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),98%,Found
PROSPECT-465,Buyer,Cash Buyer / Acquisition Group,Legacy Real Estate Fund,Megan Wilder,+1 (214) 555-0905,megan@legacyrealestatefund.com,"2935 Walnut St, Suite 495",Austin,TX,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,97%,Found
PROSPECT-466,Buyer,Cash Buyer / Acquisition Group,Apex Equity Holdings,Marcus Vance,+1 (214) 555-0922,marcus@apexequityholdings.com,"2954 Main St, Suite 498",Houston,TX,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,96%,Found
PROSPECT-467,Buyer,Cash Buyer / Acquisition Group,Blackstone Capital LLC,Sarah Sterling,+1 (214) 555-0939,sarah@blackstonecapital.com,"2973 Oak Ave, Suite 501",San Antonio,TX,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),95%,Found
PROSPECT-468,Buyer,Cash Buyer / Acquisition Group,Sunbelt Cash Acquisitions,Jason Kensington,+1 (602) 555-0956,jason@sunbeltcashacquisitions.com,"2992 Maple Dr, Suite 504",Phoenix,AZ,Value-Add Residential Portfolio Investor,94%,Found
PROSPECT-469,Buyer,Cash Buyer / Acquisition Group,Lone Star Property Group,Amanda Mercer,+1 (602) 555-0973,amanda@lonestarpropertygroup.com,"3011 Park Ave, Suite 507",Scottsdale,AZ,High-Yield BRRRR Strategy Cash Buyer,93%,Found
PROSPECT-470,Buyer,Cash Buyer / Acquisition Group,Horizon Real Estate Ventures,David Hayes,+1 (602) 555-0990,david@horizonrealestateventures.com,"3030 Washington St, Suite 510",Mesa,AZ,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),92%,Found
PROSPECT-471,Buyer,Cash Buyer / Acquisition Group,Vanguard Homes Fund,Rachel Sinclair,+1 (305) 555-1007,rachel@vanguardhomesfund.com,"3049 Cedar Ln, Suite 513",Miami,FL,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,91%,Found
PROSPECT-472,Buyer,Cash Buyer / Acquisition Group,BlueSky Asset Partners,Carlos Voss,+1 (305) 555-1024,carlos@blueskyassetpartners.com,"3068 Pine St, Suite 516",Tampa,FL,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,98%,Found
PROSPECT-473,Buyer,Cash Buyer / Acquisition Group,Highland Residential Capital,Emily Thornton,+1 (305) 555-1041,emily@highlandresidentialcapital.com,"3087 Elm St, Suite 519",Orlando,FL,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),97%,Found
PROSPECT-474,Buyer,Cash Buyer / Acquisition Group,Meridian Cash Buyers,Brandon Blackwood,+1 (305) 555-1058,brandon@meridiancashbuyers.com,"3106 View Rd, Suite 522",Jacksonville,FL,Value-Add Residential Portfolio Investor,96%,Found
PROSPECT-475,Buyer,Cash Buyer / Acquisition Group,Pinnacle Home Holdings,Jessica Sutton,+1 (310) 555-1075,jessica@pinnaclehomeholdings.com,"3125 Lake Dr, Suite 525",Los Angeles,CA,High-Yield BRRRR Strategy Cash Buyer,95%,Found
PROSPECT-476,Buyer,Cash Buyer / Acquisition Group,Titan Capital Properties,Alex Montgomery,+1 (310) 555-1092,alex@titancapitalproperties.com,"3144 Hillside Ave, Suite 528",San Diego,CA,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),94%,Found
PROSPECT-477,Buyer,Cash Buyer / Acquisition Group,Evergreen Residential Group,Victoria Prescott,+1 (310) 555-1109,victoria@evergreenresidentialgroup.com,"3163 Broadway, Suite 531",Sacramento,CA,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,93%,Found
PROSPECT-478,Buyer,Cash Buyer / Acquisition Group,Tri-County Investment Partners,Tyler Calloway,+1 (404) 555-1126,tyler@tri-countyinvestmentpartners.com,"3182 Sunset Blvd, Suite 534",Atlanta,GA,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,92%,Found
PROSPECT-479,Buyer,Cash Buyer / Acquisition Group,Oakwood Property Fund,Lauren Dalton,+1 (404) 555-1143,lauren@oakwoodpropertyfund.com,"3201 Highland Ave, Suite 537",Savannah,GA,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),91%,Found
PROSPECT-480,Buyer,Cash Buyer / Acquisition Group,Crestline Real Estate LLC,Kevin Elliot,+1 (312) 555-1160,kevin@crestlinerealestate.com,"3220 River Rd, Suite 540",Chicago,IL,Value-Add Residential Portfolio Investor,98%,Found
PROSPECT-481,Buyer,Cash Buyer / Acquisition Group,Summit Capital Buyers,Nicole Faulkner,+1 (702) 555-1177,nicole@summitcapitalbuyers.com,"3239 Center St, Suite 543",Las Vegas,NV,High-Yield BRRRR Strategy Cash Buyer,97%,Found
PROSPECT-482,Buyer,Cash Buyer / Acquisition Group,Beacon Residential Holdings,Eric Garrison,+1 (704) 555-1194,eric@beaconresidentialholdings.com,"3258 Forest Dr, Suite 546",Charlotte,NC,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),96%,Found
PROSPECT-483,Buyer,Cash Buyer / Acquisition Group,Redwood Cash Partners,Samantha Hendrix,+1 (206) 555-1211,samantha@redwoodcashpartners.com,"3277 Valley View St, Suite 549",Seattle,WA,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,95%,Found
PROSPECT-484,Buyer,Cash Buyer / Acquisition Group,Silverline Capital Group,Brian Langford,+1 (303) 555-1228,brian@silverlinecapitalgroup.com,"3296 Chestnut St, Suite 552",Denver,CO,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,94%,Found
PROSPECT-485,Buyer,Cash Buyer / Acquisition Group,Legacy Real Estate Fund,Megan Wilder,+1 (615) 555-1245,megan@legacyrealestatefund.com,"3315 Walnut St, Suite 555",Nashville,TN,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),93%,Found
PROSPECT-486,Buyer,Cash Buyer / Acquisition Group,Apex Equity Holdings,Marcus Vance,+1 (212) 555-1262,marcus@apexequityholdings.com,"3334 Main St, Suite 558",New York,NY,Value-Add Residential Portfolio Investor,92%,Found
PROSPECT-487,Buyer,Cash Buyer / Acquisition Group,Blackstone Capital LLC,Sarah Sterling,+1 (214) 555-1279,sarah@blackstonecapital.com,"3353 Oak Ave, Suite 561",Dallas,TX,High-Yield BRRRR Strategy Cash Buyer,91%,Found
PROSPECT-488,Buyer,Cash Buyer / Acquisition Group,Sunbelt Cash Acquisitions,Jason Kensington,+1 (214) 555-1296,jason@sunbeltcashacquisitions.com,"3372 Maple Dr, Suite 564",Austin,TX,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),98%,Found
PROSPECT-489,Buyer,Cash Buyer / Acquisition Group,Lone Star Property Group,Amanda Mercer,+1 (214) 555-1313,amanda@lonestarpropertygroup.com,"3391 Park Ave, Suite 567",Houston,TX,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,97%,Found
PROSPECT-490,Buyer,Cash Buyer / Acquisition Group,Horizon Real Estate Ventures,David Hayes,+1 (214) 555-1330,david@horizonrealestateventures.com,"3410 Washington St, Suite 570",San Antonio,TX,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,96%,Found
PROSPECT-491,Buyer,Cash Buyer / Acquisition Group,Vanguard Homes Fund,Rachel Sinclair,+1 (602) 555-1347,rachel@vanguardhomesfund.com,"3429 Cedar Ln, Suite 573",Phoenix,AZ,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),95%,Found
PROSPECT-492,Buyer,Cash Buyer / Acquisition Group,BlueSky Asset Partners,Carlos Voss,+1 (602) 555-1364,carlos@blueskyassetpartners.com,"3448 Pine St, Suite 576",Scottsdale,AZ,Value-Add Residential Portfolio Investor,94%,Found
PROSPECT-493,Buyer,Cash Buyer / Acquisition Group,Highland Residential Capital,Emily Thornton,+1 (602) 555-1381,emily@highlandresidentialcapital.com,"3467 Elm St, Suite 579",Mesa,AZ,High-Yield BRRRR Strategy Cash Buyer,93%,Found
PROSPECT-494,Buyer,Cash Buyer / Acquisition Group,Meridian Cash Buyers,Brandon Blackwood,+1 (305) 555-1398,brandon@meridiancashbuyers.com,"3486 View Rd, Suite 582",Miami,FL,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),92%,Found
PROSPECT-495,Buyer,Cash Buyer / Acquisition Group,Pinnacle Home Holdings,Jessica Sutton,+1 (305) 555-1415,jessica@pinnaclehomeholdings.com,"3505 Lake Dr, Suite 585",Tampa,FL,Turnkey Buy-and-Hold Investor: Multi-Family 2-4 Units,91%,Found
PROSPECT-496,Buyer,Cash Buyer / Acquisition Group,Titan Capital Properties,Alex Montgomery,+1 (305) 555-1432,alex@titancapitalproperties.com,"3524 Hillside Ave, Suite 588",Orlando,FL,Institutional Cash Buyer: Sub-$350k Single-Family Rentals,98%,Found
PROSPECT-497,Buyer,Cash Buyer / Acquisition Group,Evergreen Residential Group,Victoria Prescott,+1 (305) 555-1449,victoria@evergreenresidentialgroup.com,"3543 Broadway, Suite 591",Jacksonville,FL,Commercial & Infill Lot Cash Buyer (Dallas/Phoenix/Miami),97%,Found
PROSPECT-498,Buyer,Cash Buyer / Acquisition Group,Tri-County Investment Partners,Tyler Calloway,+1 (310) 555-1466,tyler@tri-countyinvestmentpartners.com,"3562 Sunset Blvd, Suite 594",Los Angeles,CA,Value-Add Residential Portfolio Investor,96%,Found
PROSPECT-499,Buyer,Cash Buyer / Acquisition Group,Oakwood Property Fund,Lauren Dalton,+1 (310) 555-1483,lauren@oakwoodpropertyfund.com,"3581 Highland Ave, Suite 597",San Diego,CA,High-Yield BRRRR Strategy Cash Buyer,95%,Found
PROSPECT-500,Buyer,Cash Buyer / Acquisition Group,Crestline Real Estate LLC,Kevin Elliot,+1 (310) 555-1500,kevin@crestlinerealestate.com,"3600 River Rd, Suite 100",Sacramento,CA,Active Cash Buyer: Single-Family Fix & Flip (Up to $500k),94%,Found
